Exiobase - Region,Exiobase - Category
SRB,Machinery and equipment n.e.c. (29)
SRB,Office machinery and computers (30)
SRB,Electrical machinery and apparatus n.e.c. (31)
SRB,"Radio, television and communication equipment and apparatus (32)"
SRB,"Medical, precision and optical instruments, watches and clocks (33)"
SRB,"Motor vehicles, trailers and semi-trailers (34)"
SRB,Other transport equipment (35)
SRB,Furniture; other manufactured goods n.e.c. (36)
SRB,Secondary raw materials
SRB,"Bottles for treatment, Recycling of bottles by direct reuse"
SRB,Electricity by coal
SRB,Electricity by gas
SRB,Electricity by nuclear
SRB,Electricity by hydro
SRB,Electricity by wind
SRB,Electricity by petroleum and other oil derivatives
SRB,Electricity by biomass and waste
SRB,Electricity by solar photovoltaic
SRB,Electricity by solar thermal
SRB,"Electricity by tide, wave, ocean"
SRB,Electricity by Geothermal
SRB,Electricity nec
SRB,Transmission services of electricity
SRB,Distribution and trade services of electricity
SRB,Coke oven gas
SRB,Blast Furnace Gas
SRB,Oxygen Steel Furnace Gas
SRB,Gas Works Gas
SRB,Biogas
SRB,Distribution services of gaseous fuels through mains
SRB,Steam and hot water supply services
SRB,"Collected and purified water, distribution services of water (41)"
SRB,Construction work (45)
SRB,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates"
SRB,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
SRB,Retail trade services of motor fuel
SRB,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)"
SRB,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)"
SRB,Hotel and restaurant services (55)
SRB,Railway transportation services
SRB,Other land transportation services
SRB,Transportation services via pipelines
SRB,Sea and coastal water transportation services
SRB,Inland water transportation services
SRB,Air transport services (62)
SRB,Supporting and auxiliary transport services; travel agency services (63)
SRB,Post and telecommunication services (64)
SRB,"Financial intermediation services, except insurance and pension funding services (65)"
SRB,"Insurance and pension funding services, except compulsory social security services (66)"
SRB,Services auxiliary to financial intermediation (67)
SRB,Real estate services (70)
SRB,Renting services of machinery and equipment without operator and of personal and household goods (71)
SRB,Computer and related services (72)
SRB,Research and development services (73)
SRB,Other business services (74)
SRB,Public administration and defence services; compulsory social security services (75)
SRB,Education services (80)
SRB,Health and social work services (85)
SRB,Food waste for treatment: incineration
SRB,Paper waste for treatment: incineration
SRB,Plastic waste for treatment: incineration
SRB,Intert/metal waste for treatment: incineration
SRB,Textiles waste for treatment: incineration
SRB,Wood waste for treatment: incineration
SRB,Oil/hazardous waste for treatment: incineration
SRB,Food waste for treatment: biogasification and land application
SRB,Paper waste for treatment: biogasification and land application
SRB,Sewage sludge for treatment: biogasification and land application
SRB,Food waste for treatment: composting and land application
SRB,Paper and wood waste for treatment: composting and land application
SRB,Food waste for treatment: waste water treatment
SRB,Other waste for treatment: waste water treatment
SRB,Food waste for treatment: landfill
SRB,Paper for treatment: landfill
SRB,Plastic waste for treatment: landfill
SRB,Inert/metal/hazardous waste for treatment: landfill
SRB,Textiles waste for treatment: landfill
SRB,Wood waste for treatment: landfill
SRB,Membership organisation services n.e.c. (91)
SRB,"Recreational, cultural and sporting services (92)"
SRB,Other services (93)
SRB,Private households with employed persons (95)
SRB,Extra-territorial organizations and bodies
SYC,Paddy rice
SYC,Wheat
SYC,Cereal grains nec
SYC,"Vegetables, fruit, nuts"
SYC,Oil seeds
SYC,"Sugar cane, sugar beet"
SYC,Plant-based fibers
SYC,Crops nec
SYC,Cattle
SYC,Pigs
SYC,Poultry
SYC,Meat animals nec
SYC,Animal products nec
SYC,Raw milk
SYC,"Wool, silk-worm cocoons"
SYC,Manure (conventional treatment)
SYC,Manure (biogas treatment)
SYC,"Products of forestry, logging and related services (02)"
SYC,Fish and other fishing products; services incidental of fishing (05)
SYC,Anthracite
SYC,Coking Coal
SYC,Other Bituminous Coal
SYC,Sub-Bituminous Coal
SYC,Patent Fuel
SYC,Lignite/Brown Coal
SYC,BKB/Peat Briquettes
SYC,Peat
SYC,"Crude petroleum and services related to crude oil extraction, excluding surveying"
SYC,"Natural gas and services related to natural gas extraction, excluding surveying"
SYC,Natural Gas Liquids
SYC,Other Hydrocarbons
SYC,Uranium and thorium ores (12)
SYC,Iron ores
SYC,Copper ores and concentrates
SYC,Nickel ores and concentrates
SYC,Aluminium ores and concentrates
SYC,Precious metal ores and concentrates
SYC,"Lead, zinc and tin ores and concentrates"
SYC,Other non-ferrous metal ores and concentrates
SYC,Stone
SYC,Sand and clay
SYC,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c."
SYC,Products of meat cattle
SYC,Products of meat pigs
SYC,Products of meat poultry
SYC,Meat products nec
SYC,products of Vegetable oils and fats
SYC,Dairy products
SYC,Processed rice
SYC,Sugar
SYC,Food products nec
SYC,Beverages
SYC,Fish products
SYC,Tobacco products (16)
SYC,Textiles (17)
SYC,Wearing apparel; furs (18)
SYC,Leather and leather products (19)
SYC,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)
SYC,"Wood material for treatment, Re-processing of secondary wood material into new wood material"
SYC,Pulp
SYC,"Secondary paper for treatment, Re-processing of secondary paper into new pulp"
SYC,Paper and paper products
SYC,Printed matter and recorded media (22)
SYC,Coke Oven Coke
SYC,Gas Coke
SYC,Coal Tar
SYC,Motor Gasoline
SYC,Aviation Gasoline
SYC,Gasoline Type Jet Fuel
SYC,Kerosene Type Jet Fuel
SYC,Kerosene
SYC,Gas/Diesel Oil
SYC,Heavy Fuel Oil
SYC,Refinery Gas
SYC,Liquefied Petroleum Gases (LPG)
SYC,Refinery Feedstocks
SYC,Ethane
SYC,Naphtha
SYC,White Spirit & SBP
SYC,Lubricants
SYC,Bitumen
SYC,Paraffin Waxes
SYC,Petroleum Coke
SYC,Non-specified Petroleum Products
SYC,Nuclear fuel
SYC,"Plastics, basic"
SYC,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic"
SYC,N-fertiliser
SYC,P- and other fertiliser
SYC,Chemicals nec
SYC,Charcoal
SYC,Additives/Blending Components
SYC,Biogasoline
SYC,Biodiesels
SYC,Other Liquid Biofuels
SYC,Rubber and plastic products (25)
SYC,Glass and glass products
SYC,"Secondary glass for treatment, Re-processing of secondary glass into new glass"
SYC,Ceramic goods
SYC,"Bricks, tiles and construction products, in baked clay"
SYC,"Cement, lime and plaster"
SYC,"Ash for treatment, Re-processing of ash into clinker"
SYC,Other non-metallic mineral products
SYC,Basic iron and steel and of ferro-alloys and first products thereof
SYC,"Secondary steel for treatment, Re-processing of secondary steel into new steel"
SYC,Precious metals
SYC,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals"
SYC,Aluminium and aluminium products
SYC,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium"
SYC,"Lead, zinc and tin and products thereof"
SYC,"Secondary lead for treatment, Re-processing of secondary lead into new lead"
SYC,Copper products
SYC,"Secondary copper for treatment, Re-processing of secondary copper into new copper"
SYC,Other non-ferrous metal products
SYC,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals"
SYC,Foundry work services
SYC,"Fabricated metal products, except machinery and equipment (28)"
SYC,Machinery and equipment n.e.c. (29)
SYC,Office machinery and computers (30)
SYC,Electrical machinery and apparatus n.e.c. (31)
SYC,"Radio, television and communication equipment and apparatus (32)"
SYC,"Medical, precision and optical instruments, watches and clocks (33)"
SYC,"Motor vehicles, trailers and semi-trailers (34)"
SYC,Other transport equipment (35)
SYC,Furniture; other manufactured goods n.e.c. (36)
SYC,Secondary raw materials
SYC,"Bottles for treatment, Recycling of bottles by direct reuse"
SYC,Electricity by coal
SYC,Electricity by gas
SYC,Electricity by nuclear
SYC,Electricity by hydro
SYC,Electricity by wind
SYC,Electricity by petroleum and other oil derivatives
SYC,Electricity by biomass and waste
SYC,Electricity by solar photovoltaic
SYC,Electricity by solar thermal
SYC,"Electricity by tide, wave, ocean"
SYC,Electricity by Geothermal
SYC,Electricity nec
SYC,Transmission services of electricity
SYC,Distribution and trade services of electricity
SYC,Coke oven gas
SYC,Blast Furnace Gas
SYC,Oxygen Steel Furnace Gas
SYC,Gas Works Gas
SYC,Biogas
SYC,Distribution services of gaseous fuels through mains
SYC,Steam and hot water supply services
SYC,"Collected and purified water, distribution services of water (41)"
SYC,Construction work (45)
SYC,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates"
SYC,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
SYC,Retail trade services of motor fuel
SYC,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)"
SYC,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)"
SYC,Hotel and restaurant services (55)
SYC,Railway transportation services
SYC,Other land transportation services
SYC,Transportation services via pipelines
SYC,Sea and coastal water transportation services
SYC,Inland water transportation services
SYC,Air transport services (62)
SYC,Supporting and auxiliary transport services; travel agency services (63)
SYC,Post and telecommunication services (64)
SYC,"Financial intermediation services, except insurance and pension funding services (65)"
SYC,"Insurance and pension funding services, except compulsory social security services (66)"
SYC,Services auxiliary to financial intermediation (67)
SYC,Real estate services (70)
SYC,Renting services of machinery and equipment without operator and of personal and household goods (71)
SYC,Computer and related services (72)
SYC,Research and development services (73)
SYC,Other business services (74)
SYC,Public administration and defence services; compulsory social security services (75)
SYC,Education services (80)
SYC,Health and social work services (85)
SYC,Food waste for treatment: incineration
SYC,Paper waste for treatment: incineration
SYC,Plastic waste for treatment: incineration
SYC,Intert/metal waste for treatment: incineration
SYC,Textiles waste for treatment: incineration
SYC,Wood waste for treatment: incineration
SYC,Oil/hazardous waste for treatment: incineration
SYC,Food waste for treatment: biogasification and land application
SYC,Paper waste for treatment: biogasification and land application
SYC,Sewage sludge for treatment: biogasification and land application
SYC,Food waste for treatment: composting and land application
SYC,Paper and wood waste for treatment: composting and land application
SYC,Food waste for treatment: waste water treatment
SYC,Other waste for treatment: waste water treatment
SYC,Food waste for treatment: landfill
SYC,Paper for treatment: landfill
SYC,Plastic waste for treatment: landfill
SYC,Inert/metal/hazardous waste for treatment: landfill
SYC,Textiles waste for treatment: landfill
SYC,Wood waste for treatment: landfill
SYC,Membership organisation services n.e.c. (91)
SYC,"Recreational, cultural and sporting services (92)"
SYC,Other services (93)
SYC,Private households with employed persons (95)
SYC,Extra-territorial organizations and bodies
SLE,Paddy rice
SLE,Wheat
SLE,Cereal grains nec
SLE,"Vegetables, fruit, nuts"
SLE,Oil seeds
SLE,"Sugar cane, sugar beet"
SLE,Plant-based fibers
SLE,Crops nec
SLE,Cattle
SLE,Pigs
SLE,Poultry
SLE,Meat animals nec
SLE,Animal products nec
SLE,Raw milk
SLE,"Wool, silk-worm cocoons"
SLE,Manure (conventional treatment)
SLE,Manure (biogas treatment)
SLE,"Products of forestry, logging and related services (02)"
SLE,Fish and other fishing products; services incidental of fishing (05)
SLE,Anthracite
SLE,Coking Coal
SLE,Other Bituminous Coal
SLE,Sub-Bituminous Coal
SLE,Patent Fuel
SLE,Lignite/Brown Coal
SLE,BKB/Peat Briquettes
SLE,Peat
SLE,"Crude petroleum and services related to crude oil extraction, excluding surveying"
SLE,"Natural gas and services related to natural gas extraction, excluding surveying"
SLE,Natural Gas Liquids
SLE,Other Hydrocarbons
SLE,Uranium and thorium ores (12)
SLE,Iron ores
SLE,Copper ores and concentrates
SLE,Nickel ores and concentrates
SLE,Aluminium ores and concentrates
